Hotel,is_canceled,lead_time,Lead_Time_Group,arrival_date_year,arrival_date_month,Month_Number_Final,arrival_date_week_number,arrival_date_day_of_month,Total stay (Week + Weekend),total guests(child + adult + baby),Family Flag,country_name,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,booking_changes,deposit_type,days_in_waiting_list,adr in INR ,required_car_parking_spaces,total_of_special_requests,Revenue
Resort Hotel,0.00,8,0-30,2016,10,10,41,6,4,2,Family,Spain,Groups,Corporate,0,0,0,1,No Deposit,0,4500,0,0,18000
City Hotel,1.00,100,91-180,2016,5,5,19,2,4,3,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,11896.2,0,0,47584.8
City Hotel,0.00,13,0-30,2016,4,4,16,10,2,2,Family,Portugal,Online TA,TA/TO,0,0,0,0,No Deposit,0,10620,0,0,21240
City Hotel,0.00,41,31-90,2017,6,6,23,8,2,2,Family,Belgium,Online TA,TA/TO,0,0,0,1,No Deposit,0,12600,0,1,25200
Resort Hotel,0.00,33,31-90,2017,4,4,14,8,12,2,Family,United Kingdom,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,9616.5,0,1,115398
City Hotel,0.00,110,91-180,2017,6,6,23,4,6,2,Family,Unknown,Online TA,TA/TO,0,0,0,2,No Deposit,0,13770,0,1,82620
City Hotel,0.00,71,31-90,2016,5,5,20,10,3,1,Family,Germany,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,8820,0,0,26460
Resort Hotel,0.00,18,0-30,2016,3,3,11,12,5,2,Family,Spain,Online TA,TA/TO,0,0,0,0,No Deposit,0,8100,0,2,40500
City Hotel,1.00,88,31-90,2016,4,4,15,7,2,2,Family,Netherlands,Online TA,TA/TO,0,0,0,0,No Deposit,0,6885,0,0,13770
City Hotel,0.00,189,180+,2016,7,7,29,10,2,2,Family,Portugal,Online TA,TA/TO,0,0,0,2,No Deposit,0,10125,1,1,20250
Resort Hotel,1.00,85,31-90,2016,11,11,46,11,4,2,Family,Portugal,Online TA,TA/TO,0,0,0,0,No Deposit,0,3402,0,2,13608
Resort Hotel,1.00,44,31-90,2015,12,12,49,5,3,2,Family,Portugal,Groups,TA/TO,0,0,0,0,No Deposit,0,6300,0,0,18900
City Hotel,1.00,196,180+,2016,8,8,32,6,2,3,Family,United Kingdom,Online TA,TA/TO,0,0,0,0,No Deposit,0,11583,0,0,23166
City Hotel,0.00,193,180+,2017,8,8,32,10,3,3,Family,Belgium,Online TA,TA/TO,0,0,0,0,No Deposit,0,15795,0,1,47385
Resort Hotel,0.00,133,91-180,2016,6,6,24,6,2,2,Family,Unknown,Direct,Direct,0,0,0,0,No Deposit,0,5737.5,0,0,11475
City Hotel,0.00,90,31-90,2016,9,9,37,8,1,2,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,15066,1,2,15066
Resort Hotel,0.00,50,31-90,2016,3,3,10,4,2,2,Family,Portugal,Direct,Direct,0,0,0,1,No Deposit,0,5040,0,1,10080
City Hotel,0.00,76,31-90,2016,5,5,20,12,4,2,Family,France,Online TA,TA/TO,0,0,0,3,No Deposit,0,11813.4,0,1,47253.6
City Hotel,1.00,49,31-90,2016,12,12,50,10,10,3,Family,Unknown,Online TA,TA/TO,0,0,0,2,No Deposit,0,9486,0,1,94860
City Hotel,0.00,26,0-30,2016,11,11,46,11,4,2,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,9772.2,0,1,39088.8
City Hotel,0.00,101,91-180,2016,11,11,46,11,2,2,Family,Belgium,Online TA,TA/TO,0,0,0,0,No Deposit,0,13000.5,0,2,26001
Resort Hotel,0.00,156,91-180,2017,5,5,19,8,7,2,Family,Unknown,Groups,TA/TO,0,0,0,0,No Deposit,0,9180,0,0,64260
City Hotel,0.00,76,31-90,2016,12,12,49,3,3,2,Family,Spain,Online TA,TA/TO,0,0,0,2,No Deposit,0,7128,0,1,21384
City Hotel,0.00,64,31-90,2016,3,3,11,10,3,2,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,8037,0,1,24111
City Hotel,0.00,8,0-30,2016,11,11,45,3,3,2,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,10500.3,0,1,31500.9
City Hotel,1.00,132,91-180,2016,8,8,32,2,3,3,Family,Spain,Online TA,TA/TO,0,0,0,0,No Deposit,0,12393,0,0,37179
City Hotel,0.00,11,0-30,2016,2,2,7,12,3,2,Family,Spain,Offline TA/TO,TA/TO,1,1,0,0,No Deposit,0,8442,0,0,25326
Resort Hotel,0.00,20,0-30,2015,11,11,45,2,7,3,Family,Unknown,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,2610,0,1,18270
City Hotel,1.00,139,91-180,2017,6,6,24,12,2,3,Family,Portugal,Direct,Direct,0,0,0,2,No Deposit,0,16965,0,0,33930
City Hotel,0.00,38,31-90,2017,6,6,23,6,3,2,Family,Germany,Online TA,TA/TO,0,0,0,0,No Deposit,0,10080,0,2,30240
City Hotel,1.00,257,180+,2015,7,7,27,1,2,2,Family,Portugal,Offline TA/TO,TA/TO,0,1,0,0,No Deposit,0,9135,0,0,18270
City Hotel,1.00,44,31-90,2016,10,10,41,2,3,2,Family,Portugal,Online TA,TA/TO,0,0,0,0,No Deposit,0,9720,0,1,29160
Resort Hotel,0.00,26,0-30,2016,11,11,45,2,3,2,Family,United Kingdom,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,2754,0,0,8262
City Hotel,1.00,105,91-180,2017,4,4,14,7,7,2,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,10646.1,0,1,74522.7
City Hotel,1.00,176,91-180,2016,8,8,33,9,3,3,Family,Spain,Online TA,TA/TO,0,0,0,0,No Deposit,0,12393,0,2,37179
City Hotel,1.00,114,91-180,2016,7,7,27,1,3,1,Family,Portugal,Offline TA/TO,TA/TO,0,0,0,0,Non Refund,0,6750,0,0,20250
Resort Hotel,0.00,171,91-180,2016,7,7,28,4,7,2,Family,Unknown,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,7929.9,0,1,55509.3
City Hotel,0.00,118,91-180,2016,6,6,24,6,6,1,Family,United States,Offline TA/TO,Corporate,0,0,0,1,No Deposit,0,9900,0,2,59400
City Hotel,0.00,71,31-90,2017,1,1,1,2,4,2,Family,Spain,Online TA,TA/TO,0,0,0,0,No Deposit,0,8766,1,2,35064
City Hotel,0.00,133,91-180,2017,6,6,24,12,7,2,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,11918.7,0,0,83430.9
Resort Hotel,0.00,162,91-180,2016,10,10,41,4,7,1,Family,Unknown,Online TA,TA/TO,0,0,0,1,No Deposit,0,5117.4,0,1,35821.8
City Hotel,1.00,107,91-180,2016,9,9,37,5,4,2,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,10692,0,1,42768
City Hotel,1.00,96,91-180,2017,5,5,19,12,4,2,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,15795,0,0,63180
City Hotel,0.00,28,0-30,2016,9,9,36,1,2,2,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,8910,0,0,17820
City Hotel,1.00,31,31-90,2017,4,4,15,10,2,2,Family,United Kingdom,Online TA,TA/TO,0,0,0,0,No Deposit,0,10800,0,0,21600
Resort Hotel,0.00,113,91-180,2016,5,5,19,7,11,2,Family,United Kingdom,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,7104.6,0,1,78150.6
Resort Hotel,0.00,0,0-30,2016,1,1,3,12,4,1,Family,Portugal,Direct,Direct,0,0,0,1,No Deposit,0,3078,0,0,12312
City Hotel,0.00,23,0-30,2016,1,1,1,2,3,1,Family,Unknown,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,7830,0,0,23490
City Hotel,1.00,10,0-30,2016,11,11,46,10,1,1,Family,Portugal,Online TA,TA/TO,0,0,0,0,No Deposit,0,10800,0,0,10800
City Hotel,0.00,249,180+,2017,7,7,28,12,4,2,Family,United Kingdom,Online TA,TA/TO,0,0,0,0,No Deposit,0,6174.9,0,1,24699.6
City Hotel,1.00,59,31-90,2017,4,4,14,8,2,2,Family,Germany,Online TA,TA/TO,0,0,0,2,No Deposit,0,11970,0,0,23940
City Hotel,0.00,114,91-180,2017,6,6,23,4,4,2,Family,United Kingdom,Online TA,TA/TO,0,0,0,0,No Deposit,0,8731.8,0,0,34927.2
Resort Hotel,1.00,33,31-90,2015,11,11,46,12,3,1,Family,Portugal,Corporate,Corporate,0,0,0,1,No Deposit,0,3240,0,0,9720
Resort Hotel,0.00,2,0-30,2017,6,6,23,6,3,2,Family,Portugal,Online TA,TA/TO,0,0,0,0,No Deposit,0,16229.7,0,1,48689.1
City Hotel,0.00,107,91-180,2017,3,3,9,2,3,2,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,8424,0,2,25272
City Hotel,0.00,88,31-90,2017,3,3,11,12,3,2,Family,France,Online TA,TA/TO,0,0,0,0,No Deposit,0,8748,0,2,26244
City Hotel,0.00,3,0-30,2015,9,9,37,7,5,2,Family,Spain,Direct,Direct,0,0,0,0,No Deposit,0,11502,0,0,57510
City Hotel,0.00,3,0-30,2017,4,4,15,10,2,1,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,13500,0,1,27000
City Hotel,0.00,139,91-180,2016,7,7,28,4,1,2,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,8667,0,1,8667
Resort Hotel,0.00,0,0-30,2016,2,2,6,1,2,1,Family,Portugal,Corporate,Corporate,0,0,0,0,No Deposit,0,4140,0,0,8280
Resort Hotel,0.00,7,0-30,2017,4,4,15,11,1,2,Family,Portugal,Online TA,TA/TO,0,0,0,0,No Deposit,0,9450,0,1,9450
Resort Hotel,0.00,10,0-30,2016,8,8,32,5,6,2,Family,Unknown,Online TA,TA/TO,0,0,0,1,No Deposit,0,21809.7,0,1,130858.2
City Hotel,0.00,159,91-180,2017,2,2,5,4,2,2,Family,France,Online TA,TA/TO,0,0,0,0,No Deposit,0,7128,0,1,14256
Resort Hotel,0.00,236,180+,2016,9,9,37,10,7,2,Family,Unknown,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,9080.1,0,0,63560.7
Resort Hotel,0.00,18,0-30,2016,5,5,20,8,2,1,Family,Portugal,Corporate,Corporate,0,0,0,0,No Deposit,0,3780,0,0,7560
City Hotel,0.00,171,91-180,2017,3,3,10,5,4,1,Family,France,Groups,TA/TO,0,0,0,1,No Deposit,0,7200,0,2,28800
City Hotel,0.00,55,31-90,2016,5,5,19,6,5,2,Family,France,Online TA,TA/TO,0,0,0,1,No Deposit,0,14841,0,1,74205
City Hotel,0.00,5,0-30,2016,4,4,15,5,3,1,Family,Portugal,Aviation,Corporate,1,0,1,2,No Deposit,0,9090,1,0,27270
City Hotel,1.00,510,180+,2016,12,12,49,1,2,2,Family,Portugal,Groups,TA/TO,0,0,0,0,Non Refund,0,5652,0,0,11304
City Hotel,0.00,102,91-180,2017,3,3,10,9,3,2,Family,United Kingdom,Direct,Direct,0,0,0,0,No Deposit,0,7128,0,0,21384
City Hotel,0.00,75,31-90,2016,4,4,15,4,5,2,Family,Belgium,Online TA,TA/TO,0,0,0,0,No Deposit,0,7879.5,0,1,39397.5
City Hotel,1.00,97,91-180,2017,5,5,19,8,3,2,Family,Portugal,Online TA,TA/TO,0,0,0,0,No Deposit,0,11340,0,0,34020
City Hotel,1.00,15,0-30,2017,1,1,2,10,3,2,Family,France,Online TA,TA/TO,0,0,0,0,No Deposit,0,7155,0,0,21465
City Hotel,0.00,4,0-30,2017,5,5,18,5,1,1,Family,United Kingdom,Online TA,TA/TO,0,0,0,0,No Deposit,0,14400,0,1,14400
City Hotel,0.00,76,31-90,2017,2,2,7,12,4,2,Family,France,Online TA,TA/TO,0,0,0,0,No Deposit,0,7956,0,1,31824
Resort Hotel,0.00,109,91-180,2016,5,5,19,6,9,2,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,4505.4,0,1,40548.6
City Hotel,0.00,0,0-30,2017,6,6,24,12,1,2,Family,United Kingdom,Direct,Direct,0,0,0,0,No Deposit,0,23850,0,0,23850
Resort Hotel,1.00,22,0-30,2015,8,8,33,12,4,2,Family,Portugal,Online TA,TA/TO,0,0,0,1,No Deposit,0,18990,0,3,75960
City Hotel,0.00,167,91-180,2017,6,6,24,12,4,3,Family,Germany,Online TA,TA/TO,0,0,0,0,No Deposit,0,16447.5,0,2,65790
City Hotel,0.00,1,0-30,2016,1,1,2,4,2,2,Family,Brazil,Online TA,TA/TO,0,0,0,0,No Deposit,0,6862.5,0,1,13725
Resort Hotel,1.00,25,0-30,2017,3,3,10,8,3,2,Family,United Kingdom,Online TA,TA/TO,0,0,0,0,No Deposit,0,6120,0,0,18360
City Hotel,0.00,328,180+,2017,6,6,23,9,6,2,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,9882,0,4,59292
Resort Hotel,0.00,63,31-90,2017,3,3,9,1,25,1,Family,Portugal,Groups,TA/TO,0,0,0,3,No Deposit,37,3736.8,0,1,93420
Resort Hotel,0.00,4,0-30,2017,2,2,6,6,2,1,Family,Portugal,Corporate,Corporate,1,0,2,0,No Deposit,0,3780,1,1,7560
City Hotel,1.00,88,31-90,2017,2,2,6,9,3,2,Family,Germany,Online TA,TA/TO,0,0,0,2,No Deposit,0,8424,0,3,25272
City Hotel,0.00,16,0-30,2017,3,3,9,2,5,2,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,8262,0,0,41310
City Hotel,0.00,269,180+,2017,8,8,31,3,1,3,Family,Germany,Online TA,TA/TO,0,0,0,0,No Deposit,0,11259,0,1,11259
Resort Hotel,0.00,137,91-180,2016,5,5,19,1,4,2,Family,United Kingdom,Offline TA/TO,TA/TO,0,0,0,1,No Deposit,0,7363.8,0,1,29455.2
Resort Hotel,1.00,175,91-180,2017,4,4,14,6,3,2,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,5400,0,0,16200
City Hotel,0.00,61,31-90,2017,1,1,1,1,6,2,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,9128.7,0,1,54772.2
Resort Hotel,0.00,0,0-30,2016,11,11,46,11,1,2,Family,Unknown,Direct,TA/TO,1,0,0,0,No Deposit,0,6300,0,1,6300
City Hotel,0.00,56,31-90,2017,4,4,15,9,4,2,Family,Germany,Online TA,TA/TO,0,0,0,0,No Deposit,0,11340,0,0,45360
Resort Hotel,0.00,35,31-90,2016,12,12,50,8,3,1,Family,Spain,Online TA,TA/TO,0,0,0,0,No Deposit,0,3870,0,1,11610
Resort Hotel,0.00,5,0-30,2017,1,1,1,2,4,1,Family,Portugal,Online TA,TA/TO,0,0,0,0,No Deposit,0,3636,1,1,14544
City Hotel,0.00,120,91-180,2016,7,7,29,12,3,3,Family,Unknown,Online TA,TA/TO,0,0,0,1,No Deposit,0,13203,1,0,39609
City Hotel,0.00,18,0-30,2017,7,7,27,8,1,2,Family,Portugal,Direct,Direct,0,0,0,1,No Deposit,0,17550,0,2,17550
City Hotel,0.00,3,0-30,2017,3,3,10,9,1,2,Family,Portugal,Direct,Direct,0,0,0,0,No Deposit,0,8820,0,2,8820
City Hotel,1.00,165,91-180,2016,7,7,28,8,2,2,Family,Spain,Online TA,TA/TO,0,0,0,0,No Deposit,0,8505,0,0,17010
City Hotel,0.00,247,180+,2016,6,6,24,6,2,2,Family,Germany,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,9990,0,1,19980
City Hotel,0.00,53,31-90,2016,11,11,46,7,4,2,Family,France,Direct,Direct,0,0,0,0,No Deposit,0,14940,0,0,59760
City Hotel,0.00,29,0-30,2017,1,1,1,2,4,2,Family,Spain,Online TA,TA/TO,0,0,0,0,No Deposit,0,11673,0,1,46692
Resort Hotel,0.00,187,180+,2017,7,7,27,3,7,2,Family,Portugal,Online TA,TA/TO,0,0,0,0,No Deposit,0,12600,0,1,88200
City Hotel,0.00,14,0-30,2017,2,2,5,3,2,1,Family,Spain,Online TA,TA/TO,0,0,0,0,No Deposit,0,7920,0,1,15840
City Hotel,0.00,1,0-30,2016,1,1,2,4,1,2,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,8910,0,1,8910
City Hotel,0.00,24,0-30,2016,9,9,38,12,1,1,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,9720,0,1,9720
City Hotel,0.00,141,91-180,2016,7,7,28,6,5,2,Family,Portugal,Online TA,TA/TO,0,0,0,0,No Deposit,0,9715.5,0,1,48577.5
City Hotel,1.00,0,0-30,2017,8,8,32,7,1,2,Family,France,Online TA,TA/TO,0,0,0,0,No Deposit,0,12600,0,0,12600
Resort Hotel,0.00,151,91-180,2016,8,8,32,1,4,2,Family,Unknown,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,10548,0,1,42192
Resort Hotel,0.00,13,0-30,2017,1,1,2,12,2,2,Family,Portugal,Direct,Direct,0,0,0,0,No Deposit,0,3600,0,1,7200
City Hotel,0.00,73,31-90,2016,7,7,27,1,7,3,Family,Portugal,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,10587.6,0,1,74113.2
City Hotel,0.00,7,0-30,2016,5,5,19,5,3,2,Family,Germany,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,12960,0,1,38880
Resort Hotel,0.00,4,0-30,2017,5,5,18,5,4,2,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,8550,0,2,34200
Resort Hotel,0.00,305,180+,2016,7,7,27,1,14,2,Family,United Kingdom,Offline TA/TO,TA/TO,0,0,0,1,No Deposit,0,5382,0,0,75348
Resort Hotel,0.00,31,31-90,2016,12,12,50,9,2,1,Family,Portugal,Offline TA/TO,TA/TO,1,0,1,0,No Deposit,0,3600,0,1,7200
City Hotel,0.00,128,91-180,2016,8,8,33,11,3,3,Family,Belgium,Online TA,TA/TO,0,0,0,0,No Deposit,0,13203,0,2,39609
Resort Hotel,0.00,84,31-90,2017,6,6,23,10,3,2,Family,France,Direct,Direct,0,0,0,1,No Deposit,0,12600,0,3,37800
Resort Hotel,0.00,1,0-30,2016,12,12,49,3,1,2,Family,United Kingdom,Online TA,TA/TO,0,0,0,0,No Deposit,0,5850,0,0,5850
City Hotel,0.00,105,91-180,2017,3,3,10,8,5,2,Family,Germany,Online TA,TA/TO,0,0,0,0,No Deposit,0,8262.9,0,1,41314.5
City Hotel,0.00,11,0-30,2017,3,3,10,7,2,1,Family,Spain,Offline TA/TO,TA/TO,0,0,0,1,No Deposit,0,11700,0,2,23400
City Hotel,0.00,7,0-30,2017,6,6,23,6,1,2,Family,United Kingdom,Online TA,TA/TO,0,0,0,0,No Deposit,0,9576,0,1,9576
City Hotel,0.00,222,180+,2016,12,12,49,2,3,3,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,9963,0,2,29889
City Hotel,0.00,155,91-180,2017,7,7,27,3,8,2,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,10449,0,1,83592
City Hotel,0.00,0,0-30,2016,6,6,25,12,1,3,Family,Unknown,Offline TA/TO,TA/TO,0,0,0,2,No Deposit,0,7267.5,0,0,7267.5
City Hotel,1.00,59,31-90,2017,2,2,6,7,2,3,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,9185.4,0,2,18370.8
City Hotel,1.00,11,0-30,2016,7,7,29,10,4,1,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,13050,0,0,52200
Resort Hotel,0.00,145,91-180,2016,8,8,33,8,3,2,Family,Portugal,Online TA,TA/TO,0,0,0,0,No Deposit,0,12404.7,0,0,37214.1
Resort Hotel,1.00,49,31-90,2017,6,6,22,2,2,3,Family,United Kingdom,Online TA,TA/TO,0,0,0,0,No Deposit,0,20520,0,1,41040
Resort Hotel,0.00,258,180+,2017,6,6,23,8,14,2,Family,United Kingdom,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,6336,0,2,88704
City Hotel,0.00,37,31-90,2016,11,11,46,9,4,2,Family,France,Direct,Direct,0,0,0,0,No Deposit,0,11301.3,0,1,45205.2
City Hotel,1.00,110,91-180,2016,5,5,19,6,1,2,Family,United Kingdom,Online TA,TA/TO,0,0,0,0,No Deposit,0,12231,0,0,12231
City Hotel,1.00,100,91-180,2016,9,9,37,5,4,2,Family,Portugal,Online TA,TA/TO,0,0,0,0,No Deposit,0,8235.9,0,1,32943.6
City Hotel,0.00,76,31-90,2017,6,6,24,11,5,1,Family,Sweden,Online TA,TA/TO,0,0,0,0,No Deposit,0,13365,0,2,66825
Resort Hotel,0.00,230,180+,2016,2,2,7,11,5,2,Family,United Kingdom,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,4212,0,0,21060
City Hotel,0.00,181,180+,2017,1,1,2,8,3,2,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,12393,0,1,37179
Resort Hotel,0.00,8,0-30,2016,9,9,37,9,2,2,Family,Portugal,Online TA,TA/TO,0,0,0,0,No Deposit,0,15390,1,1,30780
City Hotel,1.00,95,91-180,2016,5,5,19,7,1,2,Family,Spain,Online TA,TA/TO,0,0,0,0,No Deposit,0,11421,0,0,11421
Resort Hotel,0.00,7,0-30,2016,2,2,6,3,1,2,Family,Portugal,Online TA,TA/TO,0,0,0,0,No Deposit,0,4320,0,1,4320
Resort Hotel,1.00,233,180+,2017,5,5,18,5,7,2,Family,United Kingdom,Online TA,TA/TO,0,0,0,0,No Deposit,0,5400,0,2,37800
City Hotel,0.00,70,31-90,2016,6,6,23,3,2,2,Family,Portugal,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,9000,0,0,18000
Resort Hotel,0.00,5,0-30,2017,6,6,24,12,2,1,Family,Portugal,Corporate,Corporate,0,0,0,0,No Deposit,0,6750,0,0,13500
Resort Hotel,0.00,20,0-30,2017,4,4,15,9,1,2,Family,Portugal,Online TA,TA/TO,0,0,0,0,No Deposit,0,7650,0,1,7650
Resort Hotel,1.00,46,31-90,2016,3,3,11,11,1,1,Family,Portugal,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,2250,0,0,2250
City Hotel,0.00,2,0-30,2016,2,2,7,8,2,4,Family,Unknown,Direct,Direct,0,0,0,0,No Deposit,0,14940,1,2,29880
City Hotel,1.00,28,0-30,2016,2,2,6,1,15,4,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,13727.7,0,0,205915.5
Resort Hotel,0.00,12,0-30,2016,8,8,32,4,4,2,Family,Spain,Online TA,TA/TO,0,0,0,0,No Deposit,0,21240,0,0,84960
City Hotel,0.00,17,0-30,2016,10,10,41,3,3,2,Family,France,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,7650,0,0,22950
Resort Hotel,0.00,166,91-180,2015,11,11,46,11,4,1,Family,Germany,Online TA,TA/TO,0,0,0,1,No Deposit,0,2511,0,1,10044
City Hotel,0.00,147,91-180,2016,6,6,24,11,3,2,Family,Unknown,Direct,Direct,0,0,0,0,No Deposit,0,9207,0,0,27621
City Hotel,1.00,278,180+,2016,8,8,33,11,1,2,Family,Portugal,Groups,TA/TO,0,1,0,0,Non Refund,0,5850,0,0,5850
Resort Hotel,1.00,184,180+,2017,7,7,26,1,10,2,Family,Portugal,Online TA,TA/TO,0,0,0,0,No Deposit,0,11340,0,1,113400
City Hotel,0.00,35,31-90,2016,3,3,11,11,2,2,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,6399,0,0,12798
City Hotel,0.00,56,31-90,2016,11,11,45,3,3,3,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,9347.4,0,0,28042.2
Resort Hotel,1.00,214,180+,2017,5,5,18,5,2,2,Family,United Kingdom,Online TA,TA/TO,0,0,0,0,No Deposit,0,4860,0,0,9720
Resort Hotel,1.00,86,31-90,2016,4,4,15,4,7,2,Family,Portugal,Online TA,TA/TO,0,0,0,0,No Deposit,0,4698,0,1,32886
Resort Hotel,0.00,46,31-90,2016,3,3,11,11,1,1,Family,Portugal,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,2250,0,0,2250
City Hotel,1.00,145,91-180,2016,1,1,2,3,3,2,Family,Portugal,Offline TA/TO,TA/TO,0,0,0,0,Non Refund,85,5850,0,0,17550
City Hotel,0.00,126,91-180,2016,7,7,28,8,1,2,Family,United Kingdom,Online TA,TA/TO,0,0,0,0,No Deposit,0,11097,1,1,11097
Resort Hotel,0.00,208,180+,2016,8,8,33,8,7,2,Family,Portugal,Online TA,TA/TO,0,0,0,0,No Deposit,0,11340,0,1,79380
City Hotel,0.00,47,31-90,2016,9,9,37,7,4,2,Family,Germany,Online TA,TA/TO,0,0,0,0,No Deposit,0,12595.5,0,0,50382
Resort Hotel,0.00,215,180+,2016,6,6,24,7,14,2,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,7875,0,0,110250
City Hotel,0.00,54,31-90,2016,9,9,37,10,2,3,Family,Spain,Direct,Direct,0,0,0,0,No Deposit,0,18090,0,4,36180
City Hotel,0.00,148,91-180,2017,5,5,18,6,3,2,Family,United Kingdom,Online TA,TA/TO,0,0,0,0,No Deposit,0,11340,0,2,34020
City Hotel,1.00,62,31-90,2016,4,4,15,6,4,2,Family,France,Online TA,TA/TO,0,0,0,0,No Deposit,0,10098,0,1,40392
City Hotel,0.00,181,180+,2017,7,7,27,6,3,2,Family,Unknown,Direct,Direct,0,0,0,0,No Deposit,0,8019,0,0,24057
Resort Hotel,0.00,67,31-90,2016,12,12,50,6,4,1,Family,Portugal,Direct,Direct,0,0,0,1,No Deposit,0,2287.8,0,0,9151.2
City Hotel,0.00,28,0-30,2017,2,2,6,10,5,3,Family,France,Online TA,TA/TO,0,0,0,0,No Deposit,0,14229,0,2,71145
City Hotel,1.00,245,180+,2017,5,5,19,7,4,2,Family,Germany,Online TA,TA/TO,0,0,0,0,No Deposit,0,10530,0,2,42120
City Hotel,1.00,321,180+,2015,9,9,36,3,2,2,Family,Portugal,Groups,TA/TO,0,1,0,0,Non Refund,0,5580,0,0,11160
City Hotel,1.00,77,31-90,2017,7,7,28,11,1,2,Family,United Kingdom,Online TA,TA/TO,0,0,0,0,No Deposit,0,10800,0,2,10800
City Hotel,0.00,1,0-30,2016,1,1,2,4,2,2,Family,Portugal,Online TA,TA/TO,0,0,0,0,No Deposit,0,7740,0,1,15480
City Hotel,0.00,1,0-30,2016,10,10,41,5,1,3,Family,Germany,Online TA,TA/TO,0,0,0,0,No Deposit,0,12600,0,0,12600
City Hotel,0.00,136,91-180,2016,8,8,33,11,5,2,Family,France,Online TA,TA/TO,0,0,0,2,No Deposit,0,7772.4,0,1,38862
City Hotel,0.00,19,0-30,2016,10,10,41,2,4,2,Family,France,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,7650,0,0,30600
City Hotel,0.00,0,0-30,2016,1,1,2,7,5,1,Family,Portugal,Direct,Direct,0,0,0,1,No Deposit,0,7290,0,0,36450
City Hotel,0.00,49,31-90,2016,12,12,50,6,3,2,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,6754.5,0,1,20263.5
City Hotel,0.00,106,91-180,2016,1,1,2,5,4,2,Family,Portugal,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,5580,0,0,22320
Resort Hotel,0.00,10,0-30,2016,2,2,7,11,4,1,Family,United Kingdom,Online TA,TA/TO,0,0,0,0,No Deposit,0,3690,0,2,14760
City Hotel,1.00,93,91-180,2016,2,2,6,6,4,2,Family,Portugal,Online TA,TA/TO,0,1,0,0,No Deposit,0,7830,0,0,31320
